127.0.0.1 - - [14/Mar/2024:20:30:19 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:30:20 +0900] "GET /jspAjaxProject/uploadboard/addForm.jsp HTTP/1.1" 200 2832
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:30:20 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:30:22 +0900] "GET /jspAjaxProject/uploadboard/boardList.jsp HTTP/1.1" 200 2047
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:30:22 +0900] "GET /jspAjaxProject/save/toy06.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:30:22 +0900] "GET /jspAjaxProject/save/a02.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:30:22 +0900] "GET /jspAjaxProject/save/15.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:30:27 +0900] "GET /jspAjaxProject/uploadboard/content.jsp?num=2 HTTP/1.1" 200 1666
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:30:29 +0900] "GET /jspAjaxProject/uploadboard/boardList.jsp HTTP/1.1" 200 2047
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:30:31 +0900] "GET /jspAjaxProject/uploadboard/boardList2.jsp HTTP/1.1" 200 2080
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:30:33 +0900] "GET /jspAjaxProject/uploadboard/content.jsp?num=1 HTTP/1.1" 200 1661
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:30:36 +0900] "GET /jspAjaxProject/uploadboard/boardList.jsp HTTP/1.1" 200 2047
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:30:50 +0900] "GET /jspAjaxProject/uploadboard/boardList2.jsp HTTP/1.1" 200 2080
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:30:53 +0900] "GET /jspAjaxProject/uploadboard/content.jsp?num=3 HTTP/1.1" 200 1649
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:30:57 +0900] "GET /jspAjaxProject/uploadboard/deleteForm.jsp?num=3 HTTP/1.1" 200 1153
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:31:01 +0900] "GET /jspAjaxProject/uploadboard/updateForm.jsp?num=3 HTTP/1.1" 200 2866
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:31:05 +0900] "GET /jspAjaxProject/uploadboard/boardList.jsp HTTP/1.1" 200 2047
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:31:20 +0900] "GET /jspAjaxProject/uploadboard/content.jsp?num=3 HTTP/1.1" 200 1649
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:31:21 +0900] "GET /jspAjaxProject/uploadboard/deleteForm.jsp?num=3 HTTP/1.1" 200 1153
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:31:25 +0900] "GET /jspAjaxProject/uploadboard/deleteAction.jsp?pass=12345&num=3 HTTP/1.1" 200 604
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:31:31 +0900] "GET /jspAjaxProject/uploadboard/deleteAction.jsp?pass=1234&num=3 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:31:31 +0900] "GET /jspAjaxProject/uploadboard/boardList.jsp HTTP/1.1" 200 1729
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:31:34 +0900] "GET /jspAjaxProject/uploadboard/boardList.jsp HTTP/1.1" 200 1729
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:35:47 +0900] "GET /jspAjaxProject/simpleboard/addForm.jsp HTTP/1.1" 200 1785
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:35:47 +0900] "GET /jspAjaxProject/image/logo_img/list.png HTTP/1.1" 200 9523
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:35:47 +0900] "GET /jspAjaxProject/image/logo_img/submit.png HTTP/1.1" 200 55209
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:35:50 +0900] "GET /jspAjaxProject/simpleboard/boardList.jsp HTTP/1.1" 200 1505
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:35:52 +0900] "GET /jspAjaxProject/simpleboard/addForm.jsp HTTP/1.1" 200 1785
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:35:52 +0900] "GET /jspAjaxProject/image/logo_img/submit.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:35:52 +0900] "GET /jspAjaxProject/image/logo_img/list.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:36:26 +0900] "POST /jspAjaxProject/simpleboard/addAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:36:26 +0900] "GET /jspAjaxProject/simpleboard/contentView.jsp?num=1 HTTP/1.1" 200 1792
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:36:27 +0900] "GET /jspAjaxProject/simpleboard/boardList.jsp HTTP/1.1" 200 1724
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:36:30 +0900] "GET /jspAjaxProject/simpleboard/addForm.jsp HTTP/1.1" 200 1785
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:36:30 +0900] "GET /jspAjaxProject/image/logo_img/list.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:36:30 +0900] "GET /jspAjaxProject/image/logo_img/submit.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:36:39 +0900] "POST /jspAjaxProject/simpleboard/addAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:36:39 +0900] "GET /jspAjaxProject/simpleboard/contentView.jsp?num=2 HTTP/1.1" 200 1784
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:36:41 +0900] "GET /jspAjaxProject/simpleboard/boardList.jsp HTTP/1.1" 200 1961
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:36:42 +0900] "GET /jspAjaxProject/simpleboard/addForm.jsp HTTP/1.1" 200 1785
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:36:42 +0900] "GET /jspAjaxProject/image/logo_img/submit.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Mar/2024:20:36:42 +0900] "GET /jspAjaxProject/image/logo_img/list.png HTTP/1.1" 304 -
